twitter_need_tweets_1713,I need batteries! #Sandy (@ Mama Angelinas Restaurant),Energy,need
7110e6de-c1b8-4c69-9a6d-743806b98420,I am willing to help bring food or supplies or clean up any area in need.,Food,resource
twitter_random_tweets_3349,Can't even wrap my mind around the images of Atlantic City...the whole city is completely under water.... #Sandy,None,N/A
db57d607-e34b-4b4e-9991-2f990bcb180c,I live in Seattle and I work at Starbucks. I can get my coworkers to donate their free pounds of coffees and teas that we get each week. I am also starting a food drive at my store to contribute canned foods and whatnot.,Food,resource
1d578c5f-63b0-466f-b21a-0ac3995b9b6b,"Canned beans and vegetables, etc",Food,resource
5d91571e-903c-48cd-93e1-b660b03111d7,I can give several gallons of bottled water,Water,resource
1a15efa1-e3aa-4ab1-ae17-f5f55f700732,I have a great deal of clothing (summer and winter) as well as a small amount of toiletries and a small amount of non-perishable food.,Food,resource
2493ad66-6d35-4e4c-8dcf-c3ef401abc94,I have a car and can deliver food (or clothing if needed).,Food,resource
twitter_resource_tweets_2080,It's snowing... A lot...... Oh HAYLL nah!!!! No! No! No! #stormpart2,None,N/A
twitter_resource_tweets_4778,"Drinking everytime I hear ""hurricane"" ""sandy"" ""east haven"" or ""new haven"" on the radio... Alone.....",None,N/A
a1ae3c09-29d6-46b4-80f5-ec0286d17016,And I need baby supplies and cleaning supplies and blankets and food,Food,need
79ca2033-b9b7-4d5f-a992-69466140d7c8,"New drop off location in Astoria for Broad Channel and rockaway residents! 23-80 28th st apt 1 in astoria! We are getting together people to travel to these areas to donate supplies, food, work gloves, baby items, ad sooo much more! Please contact me at ******************************* or ****************** for hrs to drop items off! Also, make sure you follow Www.facebook.com/sandyreliefinastoria For updated info!!!",Food,need
28b8d45c-4dc1-46f4-a7c9-da21e35622ea,"I can give clothing, non perishables and hygeine products",Food,resource
6c169f61-b736-4073-b83f-657b270b3728,I can help with distribution of food and water and also with debris cleanup.,Water,resource
twitter_resource_tweets_3686,@BinStunting just Tryna escape sandy....u have a gr8 weekend too,None,N/A
c156d571-673c-4f69-831e-88786c86645c,"I am able and willing to help where I can, whether it be cleaning, food delivery or hand outs, etc.",Food,resource
78b577f7-a58f-47c8-bc4e-7b1269e616ee,Power strips Toiletries Toilet paper,Energy,resource
c3ce8b15-a09f-4208-b6f8-540a02252ecc,"I can provide sandwiches, fruit, food for kids/ babies, baby supplies, non perishable foods, hygiene products, paper, cups/plates/napkins",Food,resource
74139ad3-3420-4b2d-bc05-c1b56e20e272,"We can donate non-perishable food, clothing (coats), tools, baby supplies, toys, hygiene products.  I'm sure you are getting a lot of requests but we can drop off supplies that are needed (we live in park slope so not far from red hook).",Food,resource
f4bbe1c3-cf3e-4eca-9516-c7465a6f359d,Non-perishable food. All I can carry/afford,Food,resource
6498f17e-c717-4c97-8a73-9894f88aa48e,"Distribute food, pack supplies",Food,resource
bb5b4af0-af13-4cb2-a9ac-ad0f7cf8161d,canned food,Food,resource
twitter_resource_tweets_3334,Where the hell are you?..............Sandy,None,N/A
2c76c16c-d0ca-4b6e-8f77-4062982f673a,baby supplies hygiene products non perishable foods,Food,resource
94e73286-bcaa-4f2f-8777-b6ef6a6e4ab1,We have clothes and brand new shoes for all sizes we have baby diapers car seats high chair and some other baby items we have hygine products like wipes toothbrush ect. Also have some food items non perishable and have kids toys. We also have a bike. And blankets! And possibly some cleaning products.,Food,resource
twitter_need_tweets_690,This is bad my building has no heat hot water or power .I lost a lot in this storm my car work hours and over 300 hundred dollars in food .,None,N/A
8ad0f1dc-3caf-43c2-b572-3937dc01c8ae,"We have canned food and t-shirts, plus other limited clothing.",Food,resource
781f4ca3-3166-4e55-b408-5883c59c6930,I live near the pharmacy so can collect prescription and over-the-counter meds if needed.,Medical,resource
ef589198-0f5f-4f04-bcb2-d3ff0b7172de,"Pans of cornbread, baked ziti, kids coats and clothes.",Food,resource
twitter_random_tweets_3868,Sooooo....the house just shook a little. #windy #ctsandy #Bridgeport,None,N/A
twitter_random_tweets_1962,"In case of hurricane, buy as much junk food as possible... @ ShopRite http://t.co/GHNOaHRC",None,N/A
twitter_random_tweets_5227,Despite the hurricane....doodie calls. #Sandy #nyc #zoneb @ East Village http://t.co/NMG6loM9,None,N/A
twitter_resource_tweets_315,@veronnzz @billbrews ....this makes Dylan very sad. Sandy took this way too far...not Holstens. No.,None,N/A
0b4853d7-c280-4bc6-92f2-f44ea3b32187,Can provide temporary shelter and food in our home for 2-3 individuals or a small family.,Food,resource
de4b3db5-66fd-44c3-b1a1-95bed4474ecb,"would like to help out distributing supplies, food, etc.",Food,resource
7611bbc6-6eaf-438e-a896-dfb4a5cd63df,I would also be happy to help hand out medical supplies if needed.,Medical,resource
fa5bb79f-7aeb-493b-b3d2-0e2a9d50e9c8,"I have two blankets, two sets of sheets, two slightly worn pairs of mens sneakers, D batteries, and a few clothing items.  All fabric items are used.",Energy,resource
8df7bd2b-5ae1-4da1-8cbb-bcc209402c2e,batteries,Energy,resource
d4d0cd24-44b3-468f-861e-e95adf834b7f,"I've got about 5 lbs (dry) of pasta I can make and bring somewhere, and can probably manage a couple quarts of soup (chicken based, non-vegetarian). Located in Clinton Hill/Fort Greene, but can try to get somewhere close by with it.",Food,resource
1225993f-cf96-449b-936c-c5f0881e95ab,"People on the Lower East Side need batteries, ice and can good",Energy,need
twitter_random_tweets_457,Working in this hurricane shelter..... If the city puts money on the table I'm taking it!,None,N/A
748163a1-d4a3-4e4f-b3e9-9a27190cddc9,"Items from the drugstore: toilet paper, hygiene products, otc medicines, socks and underwear, etc.",Medical,resource
b6a8d33b-d918-49ce-9d03-4bffc57c4317,"Clothes, coats, canned food, baked goods",Food,resource
11eb1e03-2f4f-4dca-925d-b76f13ec9aeb,i am collecting food and clothing from friends and plan to drop it off sometime today after 6 o'clock today,Food,resource
189e17ce-1a58-41e4-851c-4f67d435b386,"I have my friends( a couple ************+************) +3 cats who need to get out (hopefully with some belongings) of their ruined home ***********************. Their car was totaled.( They bought a new van that needs parts and gas) We have a place for them to stay in Manhattan East Village. I have a another friend with car in Queens (she has done a couple supply trips to Rockaways and told me its getting a bit dangerous! She isn't going back until next saturday because of her limited gas...) -not far, but needs gas to transport them. I am in slight contact with them by their cell phone, they got a ride to JFK to make calls/use computer. I heard today they need to leave ;-( and need help. Do you have any resources for gas or have people going there that can bring them out?? Any ideas how I can get them help?",Energy,need
twitter_random_tweets_2181,@VeronicaVice be glad you have heat. I still have none from Hurricane Sandy.,Energy,need
twitter_need_tweets_3395,Powers out. Nothing left to do but lounge in my cow suit #survivingsandy dianatop #brenton @ Floodboken http://t.co/EhbpzNIs,Energy,need
a07779f0-dfd5-4cb5-8ac8-36967ea60b75,"I can donate clothing, non perishable food, hygiene products.",Food,resource
db6ec62e-117e-44dd-a6a1-e08988e28307,"Clothes, adults, children & infants... Stuffed animals.... Canned food, cereal",Food,resource
twitter_random_tweets_4877,So the battery situation here in the East Village? C and D are no problem. AA and AAA? Good luck with that. #ladies #priorities #Sandy,None,N/A
twitter_resource_tweets_4888,Junkfood & the mentalist in a nice quiet room :) yepp I got it good sometimes #hurricanesandy,None,N/A
twitter_need_tweets_2387,sooo not fond of #HurricaneSandy w/ her negatory vibes #flooding #poweroutage annnd to 1self flamin' unnecessary #chinesefoodbaby,None,N/A
feac0403-dfbc-40d0-9c57-9d14be7e0937,Coming up from Maryland for basketball game at Barclay's Center on Friday night.  Would like to bring some clothes blankets food toiletries etc to donate when we arrive tomorrow mid-day.,Food,resource
6c2eb88d-b5d2-412e-b66b-0c73f398794f,Hand out supplies and food. Light clean nothing too heavy.,Food,resource
3a47ac3b-351f-4949-8b89-f5464837633f,"This request is for my mother and her many elderly neighbors at **********************************. This is a 28 story building with no power, no phone service, and NO WATER since Monday. My mother on *************************** and many others in building unable to get out for supplies/water, and unable to call since no phones. Bldg management unresponsive.",Energy,need
twitter_random_tweets_7574,The 7-11 on 26th and 5th has set up tables outside with surge protectors for people to charge devices #sandy,Energy,resource
twitter_resource_tweets_2002,@StressFactoryCC a skeleton walked into a bar... Ordered a beer and a mop?? (work with me...I'm recovering from a hurricane...:-),None,N/A
f974620a-3bf2-49b1-8c4c-c38fe85a342c,Driving down from upstate. Will bring  Cans of food Dog food Ensure Hats and gloves Cleaning supplies,Food,resource
d8e30c2b-49fe-4914-a915-efb1fcb6be22,"53 matchbooks, several flashlights, a few batteries, lots of women's clothing, several kitchen towels, all from 2-person household located in fort greene, brooklyn.",Energy,resource
cf7828fd-cf1e-49bf-9a4e-f6e15bf059fb,"yes...hello name is ******************...want to help out with my peers of kingsborough community college we are of project rise program...whatever we can help with we will do...i am willing to get clothes, food, blankets, etc...whatever else may be needed even furniture...i will gladly give to those who need...however i do not have transportation...i am getting a plan together with students and teachers for transportation and such!!! but we need a volunteer group such as this to hook up with so we can all come together to restore ny!!!",Food,resource
twitter_random_tweets_856,Still in the dark. #Sandy,Energy,need
283c316a-5e51-47ff-bb72-6d9509b3a6fd,"Ready to do any clean up work, dispensing food and goods.",Food,resource
twitter_random_tweets_7978,Nesquik Bunny #sandy relief contribution: lots of smiles & lots o @ Lower East Side - Mercy Chefs food truck http://t.co/fHVw6Llx,None,N/A
ba3a943f-b023-4906-8064-c74de755b60c,"I can come down with supplies such as D batteries, LED Flashlights, clothing and other things needed. Please call ************* - I will try and contact you guys on 11/2 to see what you need. I will purchase as much as I can fit in my car up here in Syracuse, and bring them down 11/3 and volunteer my time the entire weekend. I am an elementary teacher. I can look after children as well.",Energy,resource
twitter_resource_tweets_2793,Blame it on the feminist...#Sandy @GoldsmithB: Wonder what Karl Rove says to his binder full of billionaires...,None,N/A
twitter_resource_tweets_2790,"Holy cow, gas station is mad crazy... Storm coming??? Lol #Sandy is a work... #ChopDaddy Approved...",None,N/A
twitter_random_tweets_1560,I'm thankful...... I wasn't badly affected by #HurricanSandy,None,N/A
twitter_random_tweets_9759,@CBSNewYork day 8 after hurricane and power lines still down in front of my house. PLease help http://t.co/Z0oqfZUW,Energy,need
0e93ccd8-98e3-4e86-b504-2bae45d689a9,"if there is a shelter or food kitchen that needs general assistance serving people, I can help.  I am a good listener.",Food,resource
twitter_random_tweets_4473,If this storm traps my family without access to food.....oh wait...won't make a difference #NorthWallProblems.,None,N/A
twitter_random_tweets_8178,#homemade #chickensoup #frankenstorm #sandy #comfortfood - not remotely chilly in the apt but #fee @ TriBeCa http://t.co/4oyk3B4V,None,N/A
twitter_resource_tweets_963,#SandyHelp please help! Sandy litterly broke Atlantic City.... Ventnor is like a ghost town.... This hurts like hell i my heart.... HELP!,None,N/A
twitter_random_tweets_8177,Power out and hopefully no class till weds #hurricaneswag,Energy,need
twitter_random_tweets_3278,The storm is coming! ..... Mehh,None,N/A
twitter_random_tweets_8175,#sandy...in upper west side The situati in is under control...no big damage only same tree is fallen..,None,N/A
twitter_random_tweets_3588,Shoutouts to the bike/moped delivery men that were forced to brave the storm by the lazy people who wanted comfort food during the storm.,None,N/A
154c0d8e-2405-40d7-a1f3-d4a85161d189,I can provide some gluten-free food if anyone with Celiac Disease or other medical related issues needs it.,Food,resource
twitter_resource_tweets_2642,"Waiting for Sandy... Esperando a Sandrita..... #ghosttown @ Manhattan, NY http://t.co/mI3Olvin",None,N/A
twitter_resource_tweets_1449,Out here helping this community.... The things u see is incredible... Keep these people in ur prayers.... #Sandy http://t.co/zTFbQjht,None,N/A
902be4e0-858d-44ff-b0c5-b17ae65bfa61,I can purchase canned foods and bring them to surrounding neighborhoods. I'm in the Brooklyn Heights/Cobble Hill area.,Food,resource
twitter_random_tweets_8756,"Thanks for all the calls/texts everyone...I am safe in a place with electricity, cable, food and alcohol. Prayers to all affected. #sandy",None,N/A
f87d37eb-0d26-4823-9bb4-4bc2aa0df089,"We have 10 bags organized with men's women's boys and girls, & babies all sizes ranging, organized of winter coats, clothing, blankets. Also bottled water, canned food, baby essentials such as diapers and food. We also have soap. Contact ******************* at (************** Email: *******************************",Food,resource
e585d5e8-06e2-43fa-8b41-e137c8b8e6b5,"Our MS Center is holding a symposium on Sunday 11/4 and will have many left over bagged lunches which include sandwiches, an apple, a bag of chips and a cookie in a cooler bag.  The sandwiches are perishable but we have ways to keep them cool in the cooler bags with gel packs if we need to.  We would like for this extra food to go to the hurricane victims.  The employees would be able to bring the bags of food wherever we need to as long as it is in Manhattan.  Please contact me and let me know if this is possible to set up.  My name is **************** and my number is *************.  Thank you!",Food,resource
twitter_resource_tweets_2860,"So I'm going to go do my #Sandy prep errands. What to buy, in importance order: Beer, food, batteries, flashlight. Is that bad?",None,N/A
80dc6f5a-ffc3-49d1-84e9-45df81fa9d14,"Please help. We are in need of non perishable food such as rice, pasta .baby food etc. We are in dire need of cleaning supplies due to flooding/water damage Clorox wipes,sponges,Cleaning sprays. Thank you for any assistance you can provide",Food,need
twitter_resource_tweets_2865,@trinamariexox I hope Sandy blows open the window and makes all your food soggy and let's walkers in. See ya in hell.,None,N/A
9628ef38-a0e8-4cd7-93ea-6439289c6731,"Candles, anyone?",Energy,resource
twitter_random_tweets_4617,Mom Dad Mansi Yash & ba are all home....... #STFU #iwanttosleep #fusandy,None,N/A
4913d9d3-7269-46b5-9d7c-b43ee76093f2,We have many fresh sandwiches and want to donate. we are on the uws. can go anywhere in manhattan.,Food,resource
1ff59ed6-f13a-42b2-a4d2-4e2b826808ab,"Giving water, coats, blankets",Water,resource
ef4aca5f-ccd0-4361-a21b-f1e4a67f8fa9,"Toys and books for kids under five, batteries, hygiene products, Trash bags.",Energy,resource
e4568b58-5e86-4957-8d32-f1d0070bcc5f,"I live in Southern CA and My Mother & I Have a trip planned to NY Dec 9th. We still want to come and I would love to bring with us donations of Food, Clothing, Blankets Hygiene products etc. What ever is needed most. I can collect with Friends & Family here an bring with us when we come. Please let me know if I can/should do this and How I would go about getting the donations to you.  Thank you, **** ********************************",Food,resource
956b4cb3-2ec6-4943-9192-6cd54cd01f61,Can bring canned goods if needed.,Food,resource
487b72fa-7786-4918-9c48-dd1ee757058e_0,"We are looking for donations of feminine hygiene, toothpaste, DEODORANT has been a consistent request, & baby wipes",Medical,need
bc9fded9-71dd-44ba-852c-fe08be5aaeaf,"Licensed nurse, interested in helping people. I am a 62 year old healthy woman.",Medical,resource
twitter_need_tweets_1725,Over 25 people in line at Starbucks. People need coffee as much as they need food and gas post #Sandy (@ Starbucks) http://t.co/T7G3fBJg,None,N/A
08bd1ac5-6ecc-496d-b506-91fd6a7cbd86,"********************* we can  bring what you need -- baby supplies, hygiene products, medicine, tools and other clean up supplies. let us know -- sending loads of good chi -- thanks",Medical,resource
84358218-7943-4cb7-b733-87960ba73648,"Can help with administrative duties or distributing food, supplies",Food,resource
1c2f698d-8b8f-457c-b32f-1569e2a91521,With a few hours notice I can bring over enough hot meals to feed about 12-15 people.,Food,resource
twitter_random_tweets_4059,I've had that song Breakfast at Tiffany's stuck in my head for literally a week... but it's been replaced with Bon Jovi's Hurricane... FML,None,N/A
a6b29ac8-7a0e-4ab0-8382-8f666532992e_2,Awesome! We are going to need hot food to transport mon-wed! d******************************,Food,need
twitter_random_tweets_9531,To all our camp friends and families affected by the storm...our thoughts are with you...stay safe and warm. Your Woodmont Family,None,N/A
d002a2c4-40b3-458f-942d-38b257d16d2f,"General volunteer opportunities - shelters, resource distro, food banks, etc",Food,resource
f4dc4611-d06c-4e59-ba83-b3c831f2474b,would like to make food/ serve food,Food,resource
ab16f051-0838-496c-9667-a1c7bf92a576,clothing and food,Food,resource
bd708e0d-f42b-4791-b1f7-2f0bb824160f,Would love to help deliver food/ gather food for those who need it. But am willing to help in any way possible. I am able to get into the city and would love to help.,Food,resource
e199f7b1-7b35-4e0b-88f2-5af3aa044dae,WE WOULD LIKE TO DONATE HOT PIZZAS TODAY!  PLEASE LET US KNOW AS SOON AS WE CAN BRING THE PIZZAS SOMEWHERE  THANKS BARI,Food,resource
twitter_random_tweets_1749,"This is my life homie you decide yours ,hurricane sandy bring it on.....",None,N/A
twitter_need_tweets_43,Omg i hope i dont lose power from this storm lol jk my power is still off from the hurricane,Energy,need
b9f766ec-14f7-49e7-93d6-810dc6606c30,"can of olives, can of chickpeas, bag of pasta, bag of hard pretzels, (also have sneakers I can donate)",Food,resource
f2a3ae74-3fce-4c35-90df-1bcd4eecc5d1,"Small dining room table, blankets, non perishable food, toys",Food,resource
0e768546-128f-408c-bd03-91db13592a3c,"I have man's sweater, jacket, and some T shirts of size M-L. I also have some non-perishable foods and uncooked rice to give.",Food,resource
c6628410-469a-4868-96be-7b40cc1e8720,Able to bring some supplies to Red Hook on Sunday and Tuesday; distribute food etc.; clean; sort donations,Food,resource
fe87a39d-7a07-48e6-8fc2-889b03637efe,"Hi,  I sent an email earlier but I wasn't signed into the website so I have no idea if the email went through. But my co-workers and I would like to donate as much as we can. We can donate clothing, non-perishable food, cleaning supplies, baby supplies, baby clothing, toys and other goods. If the need is great, we can reach out to our whole department of about 200 people and see what they would be willing to donate. I don't have a vehicle to drop off the items but if it's possible to pick up, that'd be appreciated but I can definitely try to find a ride to drop it off.  Thanks!  ******************",Food,resource
ec984c5a-93b6-40c3-8aba-33467a8fc2ee,"I can give out food, pack donations",Food,resource
371cade1-f0a0-49c6-bd01-9954b96c92d3,"I am in Manhattan, I have a car and time to bring food or tools to SI? this afternoon from 3-7pm",Food,resource
twitter_need_tweets_5000,No food until tomorrow #sandyaftermath @ D'Agostino at 38th Street http://t.co/Hr0I7Wzy,Food,need
twitter_random_tweets_1352,How do #hurricanes get their names ? .....,None,N/A
82313e35-4064-4ebc-b869-e387b36b5b27,"Have car and gas. Able-bodied 50 year old advertising exec willing to help with any needs, from cleaning to delivering food to donation distribution. Just say when and where.",Food,resource
1353b8d1-8d58-49d6-bf7c-2420e12c815e,Small computer speakers and a battery operated radio,Energy,resource
9f643724-0041-4bf7-b7e5-240484275a16,"coats, clothing, etc cat food",Food,resource
a94deb21-e982-4908-a87d-8df7046683b4,I would be able to cook food and/or sandwiches and drop them off where necessary.,Food,resource
twitter_resource_tweets_4782,@jetdom @sportsallday_ Knowing Dolan he will price gouge merch and food inside MSG tonight.. Lol #knicks #SandyNYC,None,N/A
56494d0d-964f-4d31-9b5b-50020414fb64,bottled water,Water,resource
c625ac58-5471-4ac0-a496-3b66559e7ce5,"pick up and donate clothes, gloves, towels, blankets, water.",Water,resource
fbf8512a-2469-4046-b2fc-43e70d1c89de,Canned soup,Food,resource
97669450-ce57-44a4-9867-b0dd8f9abd16,"Hygiene Products: soap, Listerine, shaving cream, cotton swabs. Non-perishable food: canned food Clothing: sweaters, boots, shirts Toys: board game, cards, stuffed animals, books",Food,resource
8d563c75-b724-41f2-be7d-18557f01ec5a,I'd be happy to help with delivering medicine to the elderly,Medical,resource
d5faf7f5-528f-4b6d-8298-eb71f6f0db73,"We are in dire need food such as rice, pasta, baby food. We also need cleaning supplies, such as clorox wipes, sponges, napklns etc.",Food,need
d1668799-f971-457e-89de-8fb17c442a1a,food distribution! Cleaning!,Food,resource
twitter_resource_tweets_3833,Late dinner.....nyamchom.....Times Sq. Sandy Edition :) @ W New York - Times Square http://t.co/y5lmoW9G,None,N/A
4742f4cb-6b57-4f6f-aa85-f2e3848194f6,"I can donate clothes, help serve food, clean up and foster pets.",Food,resource
twitter_random_tweets_5456,My hometown Va Beach got the most rainfall (9+ inches) but least damage....weird how things turn out. #HurricaneSandy NYC,None,N/A
237bc343-72b9-4d27-b45e-8da756e4e0ac,"i have general hand tools- drill, saw, etc.",None,N/A
a9c83ea1-a003-435f-ad1d-2ed4133b9142_1,"***** has donated batteries, baby wipes and beans to *****.",Energy,resource
twitter_need_tweets_119,Hm. Think we charged enough batteries? We aren't just set for #Sandy we're ready for the apocalypse on the #UWS in #NYC http://t.co/Ob6oiO8z,None,N/A
2c3f2085-c4c8-428d-8891-02834def8fb9,"I have baby/toddler sweaters and sweatshirts, a couple heavy winter jackets (one with a foot attachment), blankets, and a thick fleece snow suit.  I also have a scarf, gloves, and a couple of sweaters for an adult.  It's not a lot, but I don't need it out here in California.  Can I mail it out to you?  I can also order diapers and wipes, batteries, etc. online if there's a place I can send them to.  Thanks.",Energy,resource
twitter_need_tweets_2917,In more important issues.......this snow storm better not knock my power out again,None,N/A
twitter_need_tweets_755,"Hmm no power on the saint peters university campus, yet power on the blocks surronding it.. plus a no'easter is coming? Hmm... #sandy",None,N/A
twitter_need_tweets_201,#sandy #LipaSucks i still have no power yet no trees are down and no water issues but lipa does not have my power restored #DoyourWorkLipa,Energy,need
5afe2177-c67b-47bd-8b90-c6dd24d65740,"I have sheets blankets pillows for children and adults. I have formula never opened baby clothes, children books, baby blankets adult sweaters",Food,resource
twitter_random_tweets_6507,this storm is no joke wtf.....,None,N/A
a4270505-dd24-4843-8bce-26418d2ab789,"assist in distribution of food, supplies, clothing.",Food,resource
twitter_random_tweets_5230,Just spent $100+ in food alone for myself in prep for #Frankenstorm looks like cooking parties are in store for the next few days...,None,N/A
6b46cc21-7715-430c-8095-3b48e3483106,A van full of water clothes blankets kitchen and bathroom miscellaneous garbage bagss gloves,Water,resource
5b743f34-7cb3-406f-b0bf-705666132fa2,baby supplies or prepared foods - are sandwiches or hot pasta acceptible?,Food,resource
twitter_resource_tweets_301,Great thing about living in NYC...you can buy water anywhere...the bad thing? Only being able to buy it in 16oz... #Frankenstorm #zing,None,N/A
09d5ac89-1a2f-42ed-b8e6-0cb0ad69e2dc,Batteries,Energy,resource
twitter_need_tweets_1930,Another storm is coming on tuesday so be pepare people it time to go food shopping so get everything your need before the storm comes,None,N/A
8b2065b7-26af-4203-b9de-2322d896b580,"clothing, non-perishable foods, and hygiene products.",Food,resource
a4939bb9-f098-4042-b667-a94ea2719f89,"Cleaning supplies,trash bags, baby food, diapers",Food,need
5670c20c-954e-4330-b4f9-7b8db1247df1,"Clothing, non-perishable foods, hygiene products",Food,resource
8e6ff966-7eb4-4efd-b7af-c46f5cead375,"Clothing, blankets, and some non-perishable food items for donation.",Food,resource
6b7d05c3-f275-4728-a4ad-8738c310b2ae,"Help with clothing, preparing meals or food boxes.",Food,resource
twitter_need_tweets_4729,"Hurricane Sandy: Chinatown Black Market Emerges As Vendors Hawk Batteries, Candles, Outlets - http://t.co/WL2S8Hsb #chinatown #Washington",None,N/A
10404402-de4c-4e95-95d2-96115c89a4dd,"5 boxes - food, household items (including cleaning supplies), hats, scarves, gloves, men's & women's clothing.  Please contact *************************",Food,resource
twitter_random_tweets_2193,OMG hurricane sandy ! We're all dead ! ...... Like stfu already !,None,N/A
e59c3ab9-fa52-4375-b057-4ac05675a99e,"baby girl clothes size 0-9 months, baby wash, burp cloths, formula, diapers, body wash, soap, shampoo, canned goods.",Food,need
d6fb380e-94f9-43d8-b202-62af7dafb29b,hot food and hot soup,Food,resource
f4cbc704-32c0-4116-92c7-fd94b45c8c71,"Drinking water, toilet paper",Water,resource
4b8ecb83-3625-41ac-a723-3f6c78aaefdd,I just read on The Huffington Post that you might need help delivering water to seniors and others.  I can get to Red Hook so I'm happy to help.,Water,resource
twitter_need_tweets_371,So battery park is flooded but there's no rain on the UES....this doesn't make sense. #Sandy http://t.co/ssad9Tbi,None,N/A
twitter_random_tweets_3113,#911 is overloaded in NYC currently. Please stop calling for food and vodka. #sandy,None,N/A
twitter_random_tweets_3114,Hunkered down for Hurricane Sandy... Windchimes are clanging... Got kittehs & chocolate. http://t.co/ZFCNmwEL,None,N/A
twitter_random_tweets_3115,"Times are tough after #Sandy. No power, no heat, running out of working gas stations, but at l @ DOLLAR TREE http://t.co/t0qZ7JOU",Energy,need
