126,"Our MS Center is holding a symposium on Sunday 11/4 and will have many left over bagged lunches which include sandwiches , an apple , a bag of chips and a cookie in a cooler bag . The sandwiches are perishable but we have ways to keep them cool in the cooler bags with gel packs if we need to . We would like for this extra food to go to the hurricane victims . The employees would be able to bring the bags of food wherever we need to as long as it is in Manhattan . Please contact me and let me know if this is possible to set up . My name is **************** and my number is ************* . Thank you !",Food,resource
127,"Can Help to distribute supplies , water , etc to people . Help with clean up",Water,resource
128,Food Delivery/Preparation,Food,resource
129,"Here at the Reece School we have collected a variety of heavy duty cleaning supplies , nonperishable food items , warm clothing , personal care items , blankets , and pet food over the course of the past two weeks . We are looking for a location to drop off these donations during the week of November 26 , 2012 . Please contact me directly to arrange a date and time . Thank you in advance for your time !",Food,resource
130,"Please help . We are in need of non perishable food such as rice , pasta .baby food etc . We are in dire need of cleaning supplies due to flooding/water damage Clorox wipes , sponges , Cleaning sprays . Thank you for any assistance you can provide",Food,need
131,Omg i hope i dont lose power from this storm lol jk my power is still off from the hurricane,Energy,need
132,Aaaaand the powers gone . It was fun while it lasted . This just got real . # sandy,Energy,need
133,With ink-quill men by candlelight ! ! ! No power in East Village ! ! ! “ @ jnoulinmerat : @ TMurphyMusic how you surviving # sandy ? Making some musak ? ”,Energy,need
134,i 'm also good with food prep if there 's a need to feed people out there,Food,resource
135,"i have a few power tools , circular saw , drill etc. , and a bunch of hand tools rachets hammers screwdrivers and hard ware screws and nails and such and painting supplies",None,resource
136,can deliver food/meals,Food,resource
137,All we have for trick or treat are dead batteries and chicken bones . # sandy,Food,need
138,Blame it on the feminist ... # Sandy @ GoldsmithB : Wonder what Karl Rove says to his binder full of billionaires ...,None,N/A
139,"I got batteries , flashlights , first aid and 72 hour kit . BRING IT ON # HurricaneSandy IM READY ! ! ! !",None,N/A
140,can give out food and upplies,Food,resource
141,************************ . ( Needs confirmation of location . ) May need food .,Food,need
142,The storm did n't kill me . It just knocked out the power for a minimum of 7 days which includes the cell phone towers ... # alive,Energy,need
143,"I missed the volunteer opportunity at astoria library on sat . -- sorting , organizing , labeling , etc -- any similar opportunity coming up ?",None,resource
144,Donate water clothes blankets kids toys,Water,resource
145,"Soap , antibacterial handwipes , baby wipes , hand sanitizer , painkillers",Medical,resource
146,@ blade_donft Good stuff ... BA2 has to be the thinking man 's way to cross the pond . Especially in a stormageddon ... @ British_Airways,None,N/A
147,Sandy ... Such a benign name for such a brutal storm . It 's like a serial killer named Timmy . Robin Williams on David Letterman right now ...,None,N/A
148,"Help with clothing , preparing meals or food boxes .",Food,resource
149,"They are still in high need of food until the power comes back . Until we get a generator , there is no emergency lighting in the hallways or stairwells . Donations are being coordinated and can be dropped off at ********** ( at the corner of Cherry ) , where there is always a presence in the lobby ( security or manager ) 24 hrs a day .",Food,need
150,"Clothes ( men 's , women , s girls 6-8 , baby 0-6 ) . Some blankets , canned food , baby formula , a baby bottle , soap , toothpaste ... . Looking for more stuff . I can also donate frozen homemade baby food , it 's all veg/fruit purée frozen into cubes .",Food,resource
151,Gut wrenching and heart warming volunteering alongside Americas ' national guard distributing food and H2O after hurricane Sandy until 7pm .,None,N/A
152,"My experience volunteering for Sandy church with food and supplies , if you have time take time @ Kaiser Park http : //t.co/gOyTj0oJ",Food,resource
153,Water,Water,resource
154,"I would like to send a box of clothes , food and toiletries to Staten Island from Washington DC . Please let me know where I can safely send these items for immediate distribution to those who need them . Thanks !",Food,resource
155,I would also be happy to help hand out medical supplies if needed .,Medical,resource
156,"We are in dire need food such as rice , pasta , baby food . We also need cleaning supplies , such as clorox wipes , sponges , napklns etc .",Food,need
157,"I work for a mid size law firm that has offices in PA , NJ and NY . The proprietor has given me permission to take up collection of clothing , non-perishable foods , hygiene products , baby items , toys , and home goods . I need someone to contact me to work out logistics and paperwork . Thanks . *************",Food,resource
158,*NEED MET* my friend ******** in red hook has 9 rescue animals and is need of a generator . she has limited phone access..,Energy,need
159,# latenightcrew # sandy # coopfoodanddrink # hotelonrivington @ Co-op Food & Drink http : //t.co/HYowDIX5,None,N/A
160,If anyone is having a Hurricane Sandy costume party-potluck jamboree in Brooklyn I 've got D batteries & willing to barter for drinks & grub,None,N/A
161,"I can donate clothing , hot meals , non-perishable foods , and hygiene products .",Food,resource
162,"able bodied can help distribute donations , food etc .",Food,resource
163,Anyone able to collect and deliver prescription meds ?,Medical,need
164,"@ Bronx_PR @ bxfoodie @ fromthebronx Has anyone heard of any BX-specific volunteer opportunities after Sandy ? Or , a great BX volunteer org ?",None,N/A
165,Sandy makes the whole city romantic : Wine and Candles . Reading books . Playing w/o screens . Long friendly chats . http : //t.co/GkPTyhHH,None,N/A
166,Driving down from upstate . Will bring Cans of food Dog food Ensure Hats and gloves Cleaning supplies,Food,resource
167,"Canned goods , Boxes of crackers , Peanut Butter",Food,resource
168,@ DumboNYC : Oh no RT @ endtwist : ConEd power station in # DUMBO is flooding ! # nopower # sandy,Energy,need
169,"“ @ shawncarrie : We 've got a TON of extra prepared food where is it needed , and who 's got a truck ? @ OccupySandy” @ OccupyWallSt",Food,resource
170,I have almost no food left in my house,Food,need
171,"4 blankets , 4 coats , long sleeve shirts & sweatpants",Water,resource
172,warm cloths and non-perishable food,Food,resource
173,"administrative , food distribution",Food,resource
174,No food until tomorrow # sandyaftermath @ D'Agostino at 38th Street http : //t.co/Hr0I7Wzy,Food,need
175,Have worked in food kitchens and some construction during Katrina cleanup . I can help drag branches to piles and bundle . Can work organizing donations and in distribution centers .,Food,resource
176,"baby clothes , baby blankets , baby bottles and nipples , ready-made baby formula ; baby rice and other food ; toddler 's clothes ; toys for toddlers",Food,resource
177,"Hot water ( for a shower/bath ) after two weeks , and heat .",Water,need
178,"would like to help out distributing supplies , food , etc .",Food,resource
179,Extensive first aid supplies,Medical,resource
180,clothes- kid and adult toys /books canned food,Food,resource
181,"We are organizing a group of about 15 middle school students from Community Roots Charter School in Ft. Greene , who would love to do some weekend volunteer work . They could do meal service , clothing and other donation sorting , etc . Please advise .",Food,resource
182,"Great ... While everyone has been out having fun , I 'm storm prepping the shore house ... & the wind is already OD down here & im by myself",None,N/A
183,"I am on food stamps and I have $ 66.00 worth of $ 2.00 coupons ( i.e . 33 coupons ) that can be used to purchase fresh fruits and vegetables ( not other items ) at farmers ' markets around the city . They are transferable , so I would like to donate them to Sandy victims who have access to greenmarkets and want fresh produce . The list of participating markets is at www.nyc.gov/health/farmersmarkets , or at 311 . THE COUPONS EXPIRE 11/30 , so I 'd need to send them to you soon .",Food,resource
184,"We can donate warm clothes , work clothes and dry , non-perishable foods . When is best to bring these items to ********** ? Thank you .",Food,resource
185,"15 boxes of canned goods , toiletries and baby supplies",Food,resource
186,"can of olives , can of chickpeas , bag of pasta , bag of hard pretzels , ( also have sneakers I can donate )",Food,resource
187,"********************* we can bring what you need -- baby supplies , hygiene products , medicine , tools and other clean up supplies . let us know -- sending loads of good chi -- thanks",Medical,resource
188,Clothes sorting . Giving out food,Food,resource
189,"One of our canvassers has informed us that people at the Astoria Houses need Flashlights , Batteries , Warm Clothes , Candles . It 's likely this will be a sustained need as they do not expect to have power until Monday . Please respond in the comments if you need more info , can help coordinate transport , or think you can help meet any of these needs .",Energy,need
190,"Hot Food- 2 Trays of Egg Casseroles for either Saturday , Nov. 10th or Sunday , Nov. 11th in the morning . Please let me know when & where this would be most useful .",Food,resource
191,Guys this isnt a hurricane ... This is a `` tropical like system '' .. according to the news .,None,N/A
192,I have lots of hand and power tools as well as garden tools,None,resource
193,"I have a few baby supplies ( diapers , formula , blankets ) to give as well as water and some feminine hygiene products",Water,resource
194,Can also cook food .,Food,resource
195,"We ca n't get down to volunteer but have hygiene products , non perishable food and baby supplies to donate . Please send me an address and boxes will be sent out Thursday .",Food,resource
196,Can also bring water .,Water,resource
197,Are bags of ice needed ? I 'll be searching your site now to see what is most needed .,Water,resource
198,"Toilet paper , paper towels , tissues , bottled water",Water,resource
199,I 'm being encouraged to evacuate my apartment ... ... since its only a suggestion I think ill stay ! Bring it Sandy ! # aintgotnuthinonme,None,N/A
200,Welcome winter ... . Terrible time to come ... After a tropical hurricane ... # globalwarming # sa @ Staten Island http : //t.co/eyJFLS4k,None,N/A
201,I can make hot meals or bring blankets to people who need them . Let me know how I can help !,Food,resource
202,@ Scamandalous yup out in Roslyn braving # Sandy and just heard a transformer explode outside ! Power still on tho,Energy,need
203,"candles , bottled water , art supplies for kids",Water,resource
204,Will donate food and clothing . Whatever is needed .,Food,resource
205,"I have baby/toddler sweaters and sweatshirts , a couple heavy winter jackets ( one with a foot attachment ) , blankets , and a thick fleece snow suit . I also have a scarf , gloves , and a couple of sweaters for an adult . It 's not a lot , but I do n't need it out here in California . Can I mail it out to you ? I can also order diapers and wipes , batteries , etc . online if there 's a place I can send them to . Thanks .",Energy,resource
206,"I have lots of warm clothes for women and children . I also have hygiene products , canned food , paper plates , water and pet supplies ( canned dog food also ) .",Food,resource
207,"Toys and books for kids under five , batteries , hygiene products , Trash bags .",Energy,resource
208,There goes my Remote Desktop connection RT“ @ ReutersUS : Con Edison shuts off power to part of Lower Manhattan due Sandy http : //t.co/XdkArnvR”,Energy,need
209,"I am a manager at a non-profit - do n't have technical skills , but can coordinate efforts if needed . I also just want to be of service in any way - i can walk a zillion stairs to deliver food , help with food prep , etc . No special skills that are relevant to Sandy clean-up .",Food,resource
210,Friendly and good with people . healthy and would be good at bringing food/supplies to people in need preferably in the lower east side area or anywhere in Manhattan right now ( when public transport improves i could travel further ) available sat/sun only . thanks,Food,resource
211,"Help towards Christmas food towards meals , some gifts",Food,resource
212,"I am in Manhattan , I have a car and time to bring food or tools to SI ? this afternoon from 3-7pm",Food,resource
213,"Will these storms ever give L.I . a break ? First sandy , now a nor'easter . Still no power in long beach expected for a few wks . # c ' monman",Energy,need
214,Supermarket had no food # scary # hurricanesandy # nopower # instahub # instafood # instagram @ Super Stop & Shop http : //t.co/hY0TRezH,None,N/A
215,@ austeremoi It 's always good to weather the storm with good food and wine ... We 'd love to have you over,None,N/A
216,"cooking assistance , food prep , utensils and misc . cooking supplies .",Food,resource
217,"Everyone 's tweets yesterday included ... Sandy , food , and getting fat .",None,N/A
218,I want to help clean up . I can lift heavy things and do n't mind shuffling water out of a basement,Water,resource
219,She 's bringing the gallons to CAAAV tomorrow along with batteries .,Energy,resource
220,"My friends and family in Connecticut want to donate warm clothing , blankets , batteries , etc . We would like to physically help with debris removal , clean-up , etc . Please let us know where we can drop off these items and lend a hand on Sunday , November 11th . Thank you ! ! ********",Energy,resource
221,We have 26 boxes ( 156 candles ) of new candles . They were used as set dressing in a music video but were never lit .,Energy,resource
222,"53 matchbooks , several flashlights , a few batteries , lots of women 's clothing , several kitchen towels , all from 2-person household located in fort greene , brooklyn .",Energy,resource
223,New and used clothing . New toiletries . Bottled water,Water,resource
224,Power strips Toiletries Toilet paper,Energy,resource
225,canned and fresh food ( apples and veggies ) diapers clothing baby supplies hygiene products toys,Food,resource
226,@ alexalombardi97 snow is wet & heavy weighing down the power lines that r already week from Sandy ... .,None,N/A
227,"i have general hand tools- drill , saw , etc .",None,N/A
228,Finally left the apt ... . right outside the front door . # sandy @ 400 Central Park West http : //t.co/VxOD1wry,None,N/A
229,No school monday ... ..my life has been made # ThankYouHurricaneSandy # ILoveYou,None,N/A
230,"any kind of cleanup , food distribution , cooking , etc",Food,resource
231,"I am a veteran with tools ( circular saw , drill , jigsaw , drill bits/screwdriver heads , etc . ) I have nothing but time and energy to help out with whatever might be needed . I can even buy food/coffee and bring it in from Greenpoint , Brooklyn . I do not have a car , but I have a bike and can also see about chartering a car service there . Thank you : )",Food,resource
232,"I have non perishable food , baby supplies , hygiene products",Food,need
233,Good to see @ ConEdison in # newrochelle hope they get to my block soon i need # power # sandy # coned,Energy,need
234,"I have a minivan , and since I am upstate can bring in supplies if needed -- like gas , water , etc . I also have several airbeds .",Water,resource
235,"Canned soup , Mac n cheese boxes , etc",Food,resource
236,How do # hurricanes get their names ? ... ..,None,N/A
237,Has anyone ever considered gangnam style may be a rain dance and we brought Sandy upon ourselves ... .,None,N/A
238,"We have canned food and t-shirts , plus other limited clothing .",Food,resource
239,"Walked 2 blocks from my office on 41st St where the power is up , down to 39th St where the darkside begins . # postSandy",Energy,need
240,"No work tomorrow , going to be with Hubby & the kids . Enough food & cookies to sink a ship ... Gears 3 marathon ... thanks # SANDY # Frankenstorm",None,N/A
241,My favorite of the day Lawd Jesus ... .“ @ frankieciv608 wish I had her here during the storm ... Happy Tuesday Part 2 http : //t.co/BjOweYtW”,None,N/A
242,The apocalypse has begun ... prepare yourself ... # hurricanesandy # aftermath # apocalyptic # instagoo @ Pals Cabin http : //t.co/Nz18cG2n,None,N/A
243,So water batteries & bread is what people bought the most due to sandy ... there is no more batteries around,None,N/A
244,Gallon jugs of water,Water,resource
245,I live near the pharmacy so can collect prescription and over-the-counter meds if needed .,Medical,resource
246,"I am particularly concerned about seniors stuck in their apartments on upper floors and am willing ( and able ) to carry supplies up many flights of stairs . I can get to Red Hook easily by bike or bus . I am also able to cook and serve meals/wash dishes , sweep debris , whatever is needed .",Food,resource
247,"Water , plastic cups and plates , and blankets .",Water,resource
248,Eating cold Chinese food with a flash light . # sandyprobs,Energy,need
249,Peanut butter jelly sandwiches,Food,resource
250,900 ' of garden hose to get water down Pier 9B to PortSide NewYork flooded supplies/space alongside the tanker MARY A. WHALEN . Ideally wanted by Saturday 11/17/12 . Thank You !,Water,need
251,"Clothing , books , board games , hygiene products , bottles water , towels , home goods .",Water,resource
252,"Happy to donate food or any needed items , help with clean-up , keep people company , etc .",Food,resource
253,has the hurricane started because I do n't see a storm outside ... .,None,N/A
254,How 's everyone doing ? # Sandy,None,N/A
255,can bring food etc,Food,resource
256,"20 boxes ( large ) of baby supplies , toiletries and canned food",Food,resource
257,"batteries , propane , lighters , trash bags , can openers , utensils , tooth paste",Energy,resource
258,Huge tree across the street just completely uprooted and fell about a foot away from our neighbors house ... Lights flickering ... Sandys here,None,N/A
259,We just spent $ 20 on food at the herald sq market and they refused to let us charge our phones for a few mins # boycott # sandy # nyc,None,N/A
